始发地,目的地,货物类型,日期,网址
天津武清 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8459452.html
江苏连云港东海 , 北京,螺纹,2018-08-09,http://www.56135.com/huoyuan/I8459433.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8459265.html
河北沧州黄骅 , 北京,汽油,2018-08-09,http://www.56135.com/huoyuan/I8459247.html
天津东丽 , 北京昌平,无,2018-08-09,http://www.56135.com/huoyuan/I8458966.html
黑龙江佳木斯富锦 , 北京顺义,普货,2018-08-09,http://www.56135.com/huoyuan/I8458842.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8458839.html
河南信阳罗山 , 北京丰台,石材,2018-08-09,http://www.56135.com/huoyuan/I8458740.html
山西忻州代县 , 北京,铁粉,2018-08-09,http://www.56135.com/huoyuan/I8458102.html
河南洛阳伊川 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8457684.html
江西 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8457683.html
江西 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8457682.html
山西忻州宁武 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8457665.html
辽宁鞍山台安 , 北京,石脑油,2018-08-09,http://www.56135.com/huoyuan/I8457605.html
山西大同灵丘 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8457543.html
山西忻州宁武 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8457538.html
山西 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8457302.html
山东东营 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8457300.html
辽宁盘锦 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8457282.html
河北邢台 , 北京,白料,2018-08-09,http://www.56135.com/huoyuan/I8457281.html
河北唐山 , 北京,白料,2018-08-09,http://www.56135.com/huoyuan/I8457280.html
河北唐山迁安 , 北京房山,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8457160.html
安徽芜湖 , 北京,快递,2018-08-09,http://www.56135.com/huoyuan/I8457044.html
河北唐山丰润 , 北京大兴,螺纹,2018-08-09,http://www.56135.com/huoyuan/I8456879.html
内蒙古鄂尔多斯 , 北京朝阳,煤,2018-08-09,http://www.56135.com/huoyuan/I8456605.html
河北石家庄藁城 , 北京房山,无,2018-08-09,http://www.56135.com/huoyuan/I8456599.html
内蒙古阿拉善盟阿拉善左旗 , 北京丰台,瓜,2018-08-09,http://www.56135.com/huoyuan/I8456598.html
安徽合肥长丰 , 北京延庆,普货,2018-08-09,http://www.56135.com/huoyuan/I8456575.html
山东东营 , 北京顺义,无,2018-08-09,http://www.56135.com/huoyuan/I8456432.html
江苏盐城滨海 , 北京顺义,托盘水泥,2018-08-09,http://www.56135.com/huoyuan/I8456116.html
河北秦皇岛卢龙 , 北京怀柔,沙子,2018-08-09,http://www.56135.com/huoyuan/I8456112.html
山西太原 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8455964.html
河北石家庄 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8455887.html
天津 , 北京顺义,重货,2018-08-09,http://www.56135.com/huoyuan/I8455731.html
无,无,无,None,http://www.56135.com/huoyuan/I8455720.html
河北秦皇岛卢龙 , 北京怀柔,普货,2018-08-09,http://www.56135.com/huoyuan/I8455707.html
河北唐山迁西 , 北京昌平,沙子,2018-08-09,http://www.56135.com/huoyuan/I8455701.html
河北唐山 , 北京昌平,沙子,2018-08-09,http://www.56135.com/huoyuan/I8455698.html
河北唐山迁西 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8455695.html
河北唐山曹妃甸 , 北京昌平,重货,2018-08-09,http://www.56135.com/huoyuan/I8455690.html
陕西渭南 , 北京,葡萄,2018-08-09,http://www.56135.com/huoyuan/I8455653.html
内蒙古鄂尔多斯杭锦旗 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8455164.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8455154.html
河北石家庄 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8455138.html
甘肃兰州 , 北京延庆,废钢,2018-08-09,http://www.56135.com/huoyuan/I8454759.html
山东青岛 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454644.html
辽宁盘锦 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454546.html
吉林长春 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454281.html
陕西榆林府谷 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8454236.html
河北邢台 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454103.html
河北唐山 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454102.html
山西忻州原平 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8454100.html
北京 , 北京,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8453889.html
广东江门开平 , 北京延庆,螺纹,2018-08-09,http://www.56135.com/huoyuan/I8453884.html
山东济南 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453719.html
吉林松原长岭 , 北京,西瓜,2018-08-09,http://www.56135.com/huoyuan/I8453688.html
吉林长春 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453300.html
四川攀枝花 , 北京,芒果,2018-08-09,http://www.56135.com/huoyuan/I8453292.html
黑龙江鹤岗萝北 , 北京通州,玉米,2018-08-09,http://www.56135.com/huoyuan/I8453281.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453277.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453227.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453223.html
辽宁盘锦 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453214.html
山东烟台 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8453110.html
辽宁营口鲅鱼圈 , 北京密云,白糖,2018-08-09,http://www.56135.com/huoyuan/I8453104.html
辽宁盘锦 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8453096.html
黑龙江绥化海伦 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8452909.html
北京怀柔 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8452825.html
吉林白城洮南 , 北京顺义,西瓜,2018-08-09,http://www.56135.com/huoyuan/I8452806.html
山东济南 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8452758.html
广西防城港东兴 , 北京,冻虾,2018-08-09,http://www.56135.com/huoyuan/I8452293.html
内蒙古鄂尔多斯杭锦旗 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8452116.html
辽宁大连瓦房店 , 北京,绿通,2018-08-09,http://www.56135.com/huoyuan/I8452115.html
辽宁盘锦 , 北京,碳九,2018-08-09,http://www.56135.com/huoyuan/I8451700.html
辽宁鞍山台安 , 北京,石脑,2018-08-09,http://www.56135.com/huoyuan/I8451698.html
天津武清 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8451546.html
河北衡水安平 , 北京昌平,无,2018-08-09,http://www.56135.com/huoyuan/I8451482.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8451405.html
内蒙古鄂尔多斯杭锦旗 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8451396.html
辽宁沈阳 , 北京,配件快递,2018-08-09,http://www.56135.com/huoyuan/I8451012.html
河北唐山迁安 , 北京丰台,无,2018-08-09,http://www.56135.com/huoyuan/I8450965.html
黑龙江牡丹江绥芬河 , 北京昌平,湿材,2018-08-09,http://www.56135.com/huoyuan/I8450943.html
黑龙江哈尔滨依兰 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8450751.html
浙江宁波慈溪 , 北京,绿通,2018-08-09,http://www.56135.com/huoyuan/I8450543.html
山西 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8450540.html
山东东营 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8450539.html
辽宁盘锦 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8450537.html
河北唐山滦县 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8450449.html
吉林辽源 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8450205.html
河北唐山古冶 , 北京,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8450194.html
云南大理 , 北京,葡萄,2018-08-09,http://www.56135.com/huoyuan/I8450122.html
北京朝阳 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8449870.html
辽宁大连 , 北京,猪,2018-08-09,http://www.56135.com/huoyuan/I8449712.html
辽宁阜新彰武 , 北京,猪,2018-08-09,http://www.56135.com/huoyuan/I8449693.html
辽宁锦州黑山 , 北京,猪,2018-08-09,http://www.56135.com/huoyuan/I8449686.html
广东东莞 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8449364.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8449172.html
天津武清 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8449151.html
内蒙古赤峰 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8449053.html
广西 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8449052.html
广西柳州 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8449048.html
河北邯郸 , 北京密云,电动汽车,2018-08-09,http://www.56135.com/huoyuan/I8448993.html
吉林辽源 , 北京延庆,普货,2018-08-09,http://www.56135.com/huoyuan/I8448967.html
吉林辽源 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8448966.html
陕西榆林定边 , 北京,西瓜,2018-08-09,http://www.56135.com/huoyuan/I8448892.html
山东德州 , 北京昌平,轻货,2018-08-09,http://www.56135.com/huoyuan/I8448873.html
内蒙古呼和浩特 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8448595.html
山东滨州阳信 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8448150.html
湖北随州随县 , 北京顺义,大理石,2018-08-09,http://www.56135.com/huoyuan/I8447819.html
山东济南 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8447772.html
西藏 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8447730.html
山西运城 , 北京,葡萄,2018-08-09,http://www.56135.com/huoyuan/I8447464.html
河北唐山迁安 , 北京顺义,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8447449.html
河北唐山迁西 , 北京怀柔,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8447448.html
河北唐山丰润 , 北京延庆,无,2018-08-09,http://www.56135.com/huoyuan/I8447447.html
河北唐山古冶 , 北京密云,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8447446.html
河北唐山遵化 , 北京顺义,沙子,2018-08-09,http://www.56135.com/huoyuan/I8447443.html
江西九江 , 北京丰台,石子,2018-08-09,http://www.56135.com/huoyuan/I8447440.html
河北唐山迁安 , 北京昌平,石子,2018-08-09,http://www.56135.com/huoyuan/I8447439.html
河北唐山迁西 , 北京平谷,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8447438.html
河北唐山迁西 , 北京密云,沙,2018-08-09,http://www.56135.com/huoyuan/I8447437.html
河南洛阳汝阳 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8447436.html
河北唐山迁安 , 北京丰台,石子,2018-08-09,http://www.56135.com/huoyuan/I8447434.html
河南洛阳汝阳 , 北京丰台,石子,2018-08-09,http://www.56135.com/huoyuan/I8447433.html
河北唐山迁西 , 北京昌平,石子,2018-08-09,http://www.56135.com/huoyuan/I8447432.html
河北唐山迁西 , 北京顺义,石子,2018-08-09,http://www.56135.com/huoyuan/I8447431.html
河北唐山遵化 , 北京昌平,原沙,2018-08-09,http://www.56135.com/huoyuan/I8447429.html
河北唐山迁西 , 北京通州,沙,2018-08-09,http://www.56135.com/huoyuan/I8447427.html
辽宁盘锦 , 北京,烷基化,2018-08-09,http://www.56135.com/huoyuan/I8447317.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8447266.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8447250.html
湖北武汉 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8446941.html
湖北黄冈罗田 , 北京顺义,大理石,2018-08-09,http://www.56135.com/huoyuan/I8446930.html
山东烟台 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8446910.html
山东潍坊 , 北京,冻品,2018-08-09,http://www.56135.com/huoyuan/I8446835.html
河北唐山 , 北京,芳烃,2018-08-09,http://www.56135.com/huoyuan/I8446657.html
河北唐山古冶 , 北京顺义,无,2018-08-09,http://www.56135.com/huoyuan/I8446478.html
河北秦皇岛卢龙 , 北京通州,无,2018-08-09,http://www.56135.com/huoyuan/I8446347.html
河北唐山迁西 , 北京通州,无,2018-08-09,http://www.56135.com/huoyuan/I8446346.html
河北秦皇岛卢龙 , 北京怀柔,无,2018-08-09,http://www.56135.com/huoyuan/I8446344.html
河北秦皇岛卢龙 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8446342.html
河北唐山迁安 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8446341.html
河北唐山迁安 , 北京昌平,无,2018-08-09,http://www.56135.com/huoyuan/I8446340.html
河北唐山迁西 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8446339.html
湖南常德石门 , 北京房山,无,2018-08-09,http://www.56135.com/huoyuan/I8446338.html
湖南常德石门 , 北京顺义,无,2018-08-09,http://www.56135.com/huoyuan/I8446337.html
河北唐山迁安 , 北京密云,无,2018-08-09,http://www.56135.com/huoyuan/I8446335.html
河北唐山迁安 , 北京平谷,无,2018-08-09,http://www.56135.com/huoyuan/I8446333.html
湖南常德石门 , 北京通州,无,2018-08-09,http://www.56135.com/huoyuan/I8446332.html
河北唐山迁安 , 北京顺义,无,2018-08-09,http://www.56135.com/huoyuan/I8446330.html
河北秦皇岛卢龙 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8446329.html
湖南常德石门 , 北京怀柔,无,2018-08-09,http://www.56135.com/huoyuan/I8446328.html
河北张家口怀来 , 北京房山,沫煤,2018-08-09,http://www.56135.com/huoyuan/I8446175.html
山西吕梁离石 , 北京昌平,石子,2018-08-09,http://www.56135.com/huoyuan/I8446171.html
云南大理宾川 , 北京,葡萄,2018-08-09,http://www.56135.com/huoyuan/I8445985.html
天津 , 北京石景山,普货,2018-08-09,http://www.56135.com/huoyuan/I8445967.html
天津 , 北京平谷,饲料,2018-08-09,http://www.56135.com/huoyuan/I8445857.html
天津 , 北京顺义,饲料,2018-08-09,http://www.56135.com/huoyuan/I8445856.html
浙江嘉兴桐乡 , 北京怀柔,普货,2018-08-09,http://www.56135.com/huoyuan/I8445850.html
浙江嘉兴海宁 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8445795.html
内蒙古呼伦贝尔扎兰屯 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8445788.html
辽宁营口鲅鱼圈 , 北京,轻货,2018-08-09,http://www.56135.com/huoyuan/I8445614.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8445609.html
河北衡水 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8445605.html
山东烟台 , 北京昌平,铸件,2018-08-09,http://www.56135.com/huoyuan/I8445280.html
湖北武汉青山 , 北京密云,普货,2018-08-09,http://www.56135.com/huoyuan/I8444981.html
陕西榆林府谷 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8444881.html
宁夏银川灵武 , 北京顺义,工子钢,2018-08-09,http://www.56135.com/huoyuan/I8444798.html
新疆乌鲁木齐 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8444595.html
重庆 , 北京,冻肉,2018-08-09,http://www.56135.com/huoyuan/I8444246.html
河北沧州黄骅 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8444233.html
河南安阳内黄 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8443879.html
河北秦皇岛昌黎 , 北京平谷,沙子,2018-08-09,http://www.56135.com/huoyuan/I8443732.html
天津武清 , 北京海淀,普货,2018-08-09,http://www.56135.com/huoyuan/I8443628.html
广东中山 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8443492.html
河北秦皇岛卢龙 , 北京大兴,无,2018-08-09,http://www.56135.com/huoyuan/I8443478.html
海南文昌锦山 , 北京,树苗,2018-08-09,http://www.56135.com/huoyuan/I8443346.html
黑龙江哈尔滨双城 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8443331.html
江西九江 , 北京大兴,盘条,2018-08-09,http://www.56135.com/huoyuan/I8443270.html
江西九江 , 北京昌平,盘条,2018-08-09,http://www.56135.com/huoyuan/I8443265.html
河北唐山迁安 , 北京大兴,螺纹,2018-08-09,http://www.56135.com/huoyuan/I8443261.html
辽宁沈阳 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8443255.html
河北唐山迁安 , 北京昌平,螺纹,2018-08-09,http://www.56135.com/huoyuan/I8443012.html
北京昌平 , 北京顺义,搬家货,2018-08-09,http://www.56135.com/huoyuan/I8442857.html
天津 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8442663.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8442651.html
北京 , 北京大兴,树苗,2018-08-09,http://www.56135.com/huoyuan/I8441794.html
江苏南京 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8441784.html
河北唐山滦县 , 北京密云,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8441526.html
河北唐山滦县 , 北京延庆,打包砖,2018-08-09,http://www.56135.com/huoyuan/I8441523.html
河北唐山丰润 , 北京顺义,普货,2018-08-09,http://www.56135.com/huoyuan/I8441522.html
天津东丽 , 北京密云,吨袋,2018-08-09,http://www.56135.com/huoyuan/I8441521.html
天津宁河 , 北京大兴,打捆木板,2018-08-09,http://www.56135.com/huoyuan/I8441513.html
山西忻州宁武 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8441361.html
山东东营垦利 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8441354.html
山东聊城 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8441256.html
辽宁鞍山海城 , 北京,鲜品,2018-08-09,http://www.56135.com/huoyuan/I8441220.html
北京 , 北京朝阳,普货,2018-08-08,http://www.56135.com/huoyuan/I8441095.html
天津 , 北京朝阳,普货,2018-08-08,http://www.56135.com/huoyuan/I8441093.html
山东青岛 , 北京,普货,2018-08-08,http://www.56135.com/huoyuan/I8441066.html
山东菏泽单县 , 北京大兴,散玉米,2018-08-09,http://www.56135.com/huoyuan/I8440761.html
山东菏泽成武 , 北京大兴,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440756.html
山东济宁梁山 , 北京大兴,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440731.html
山东济宁梁山 , 北京顺义,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440730.html
山东济宁梁山 , 北京怀柔,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440729.html
山东济宁汶上 , 北京怀柔,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440724.html
山东济宁嘉祥 , 北京大兴,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440722.html
山东济宁嘉祥 , 北京顺义,散麦子,2018-08-09,http://www.56135.com/huoyuan/I8440721.html
陕西榆林府谷 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8440689.html
山西忻州宁武 , 北京朝阳,普货,2018-08-09,http://www.56135.com/huoyuan/I8440663.html
湖南常德石门 , 北京怀柔,无,2018-08-09,http://www.56135.com/huoyuan/I8440640.html
黑龙江哈尔滨 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8440614.html
北京通州 , 北京昌平,普货,2018-08-08,http://www.56135.com/huoyuan/I8440482.html
河北邯郸 , 北京,重货,2018-08-08,http://www.56135.com/huoyuan/I8440404.html
吉林松原 , 北京丰台,普货,2018-08-09,http://www.56135.com/huoyuan/I8440333.html
广东广州 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8440242.html
江苏连云港东海 , 北京通州,小麦,2018-08-09,http://www.56135.com/huoyuan/I8439940.html
河南郑州 , 北京,普货,2018-08-08,http://www.56135.com/huoyuan/I8439705.html
辽宁盘锦 , 北京,烷基化,2018-08-02,http://www.56135.com/huoyuan/I8439580.html
浙江嘉兴 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8439474.html
辽宁盘锦 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8439466.html
陕西榆林府谷 , 北京朝阳,无,2018-08-09,http://www.56135.com/huoyuan/I8439403.html
天津宝坻 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8439188.html
天津 , 北京丰台,托盘打印纸,2018-08-09,http://www.56135.com/huoyuan/I8439172.html
天津 , 北京通州,卷纸,2018-08-09,http://www.56135.com/huoyuan/I8439168.html
山东青岛 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8439158.html
浙江金华 , 北京,无,2018-08-09,http://www.56135.com/huoyuan/I8439145.html
宁夏吴忠盐池 , 北京,黑货,2018-08-08,http://www.56135.com/huoyuan/I8439100.html
云南大理宾川 , 北京,葡萄,2018-08-08,http://www.56135.com/huoyuan/I8439096.html
辽宁阜新 , 北京,猪,2018-08-09,http://www.56135.com/huoyuan/I8438787.html
辽宁大连 , 北京,猪,2018-08-09,http://www.56135.com/huoyuan/I8438786.html
山东德州 , 北京,危险品,2018-08-09,http://www.56135.com/huoyuan/I8438474.html
上海 , 北京,绿通,2018-08-09,http://www.56135.com/huoyuan/I8438451.html
广东广州 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8438349.html
辽宁盘锦 , 北京,碳九,2018-08-08,http://www.56135.com/huoyuan/I8438282.html
辽宁鞍山台安 , 北京,石脑,2018-08-08,http://www.56135.com/huoyuan/I8438281.html
山东烟台 , 北京昌平,铸件,2018-08-08,http://www.56135.com/huoyuan/I8438062.html
山东聊城 , 北京,肉,2018-08-08,http://www.56135.com/huoyuan/I8438000.html
天津 , 北京石景山,冻品,2018-08-08,http://www.56135.com/huoyuan/I8437983.html
辽宁鞍山 , 北京,35箱货,2018-08-08,http://www.56135.com/huoyuan/I8437927.html
陕西渭南 , 北京,绿通,2018-08-08,http://www.56135.com/huoyuan/I8437779.html
广西防城港东兴 , 北京,虾,2018-08-10,http://www.56135.com/huoyuan/I8466243.html
辽宁沈阳 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8465976.html
江苏连云港东海 , 北京通州,小麦,2018-08-10,http://www.56135.com/huoyuan/I8465703.html
山西忻州宁武 , 北京昌平,普货,2018-08-10,http://www.56135.com/huoyuan/I8465655.html
山西忻州宁武 , 北京朝阳,普货,2018-08-10,http://www.56135.com/huoyuan/I8465652.html
河北秦皇岛卢龙 , 北京怀柔,沙子,2018-08-10,http://www.56135.com/huoyuan/I8465627.html
天津西青 , 北京大兴,普货,2018-08-10,http://www.56135.com/huoyuan/I8465612.html
内蒙古鄂尔多斯 , 北京通州,无,2018-08-10,http://www.56135.com/huoyuan/I8465464.html
山西忻州宁武 , 北京朝阳,普货,2018-08-10,http://www.56135.com/huoyuan/I8465436.html
浙江金华 , 北京,无,2018-08-10,http://www.56135.com/huoyuan/I8465431.html
浙江宁波慈溪 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8465423.html
辽宁锦州凌海 , 北京,黄瓜,2018-08-10,http://www.56135.com/huoyuan/I8465106.html
山东泰安新泰 , 北京昌平,钢��,2018-08-10,http://www.56135.com/huoyuan/I8464900.html
云南大理宾川 , 北京,葡萄,2018-08-10,http://www.56135.com/huoyuan/I8464654.html
黑龙江大庆 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8464637.html
河北石家庄 , 北京,二甲苯,2018-08-10,http://www.56135.com/huoyuan/I8464494.html
广东广州 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8464127.html
广西北海海城 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8464051.html
黑龙江大庆 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8464017.html
河北秦皇岛卢龙 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8464009.html
河北唐山迁西 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8464008.html
河北秦皇岛卢龙 , 北京怀柔,普货,2018-08-09,http://www.56135.com/huoyuan/I8464005.html
河北秦皇岛卢龙 , 北京大兴,普货,2018-08-09,http://www.56135.com/huoyuan/I8464003.html
河北唐山迁西 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8464002.html
河北唐山迁安 , 北京昌平,普货,2018-08-09,http://www.56135.com/huoyuan/I8464001.html
河北唐山迁西 , 北京大兴,普货,2018-08-09,http://www.56135.com/huoyuan/I8464000.html
河北唐山迁安 , 北京平谷,普货,2018-08-09,http://www.56135.com/huoyuan/I8463999.html
河北唐山滦县 , 北京怀柔,普货,2018-08-09,http://www.56135.com/huoyuan/I8463996.html
湖南常德石门 , 北京大兴,普货,2018-08-09,http://www.56135.com/huoyuan/I8463994.html
河北唐山古冶 , 北京门头沟,普货,2018-08-09,http://www.56135.com/huoyuan/I8463992.html
河北唐山遵化 , 北京,颗粒,2018-08-09,http://www.56135.com/huoyuan/I8463892.html
河北唐山滦县 , 北京房山,普货,2018-08-09,http://www.56135.com/huoyuan/I8463723.html
河北唐山滦县 , 北京大兴,普货,2018-08-09,http://www.56135.com/huoyuan/I8463722.html
河北唐山古冶 , 北京门头沟,普货,2018-08-09,http://www.56135.com/huoyuan/I8463721.html
湖南常德石门 , 北京房山,普货,2018-08-09,http://www.56135.com/huoyuan/I8463720.html
湖南常德石门 , 北京通州,普货,2018-08-09,http://www.56135.com/huoyuan/I8463719.html
天津 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8463717.html
天津 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8463630.html
天津 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8463530.html
浙江宁波慈溪 , 北京,普货,2018-08-09,http://www.56135.com/huoyuan/I8463513.html
河北唐山遵化 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8484814.html
河北唐山丰润 , 北京密云,普货,2018-08-10,http://www.56135.com/huoyuan/I8484643.html
福建莆田 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8484599.html
广西北海海城 , 北京顺义,无,2018-08-10,http://www.56135.com/huoyuan/I8484493.html
江苏连云港东海 , 北京,螺纹,2018-08-10,http://www.56135.com/huoyuan/I8484471.html
黑龙江鹤岗萝北 , 北京通州,玉米,2018-08-10,http://www.56135.com/huoyuan/I8484319.html
河北唐山 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8484234.html
内蒙古乌兰察布商都 , 北京,水泥,2018-08-10,http://www.56135.com/huoyuan/I8484142.html
湖北武汉 , 北京,普货,2018-08-10,http://www.56135.com/huoyuan/I8484090.html
河北唐山丰润 , 北京怀柔,螺纹,2018-08-10,http://www.56135.com/huoyuan/I8483943.html
河北唐山 , 北京,白料,2018-08-10,http://www.56135.com/huoyuan/I8483915.html
黑龙江哈尔滨 , 北京顺义,普货,2018-08-10,http://www.56135.com/huoyuan/I8483906.html
辽宁盘锦 , 北京,烷基化,2018-08-10,http://www.56135.com/huoyuan/I8483903.html
天津 , 北京房山,饲料,2018-08-10,http://www.56135.com/huoyuan/I8483639.html
