始发站,终点站,货物,日期,网址
北京房山,山东滨州无棣,普货,2018-3-26,http://www.56135.com/huoyuan/I6333617.html
北京,山东东营广饶,催柴,2018-3-26,http://www.56135.com/huoyuan/I6333070.html
北京,山东淄博,崔柴,2018-3-26,http://www.56135.com/huoyuan/I6333047.html
北京,山东淄博,催柴,2018-3-26,http://www.56135.com/huoyuan/I6332828.html
北京,山东淄博,崔柴,2018-3-26,http://www.56135.com/huoyuan/I6332747.html
北京平谷,贵州黔东南岑巩,砖,2018-3-26,http://www.56135.com/huoyuan/I6332413.html
北京密云,黑龙江双鸭山宝山,砖,2018-3-26,http://www.56135.com/huoyuan/I6332412.html
北京顺义,内蒙古赤峰宁城,砖,2018-3-26,http://www.56135.com/huoyuan/I6332411.html
北京平谷,内蒙古赤峰宁城,砖,2018-3-26,http://www.56135.com/huoyuan/I6332410.html
北京平谷,内蒙古赤峰喀喇沁旗,砖,2018-3-26,http://www.56135.com/huoyuan/I6332409.html
北京顺义,内蒙古赤峰,打包砖,2018-3-26,http://www.56135.com/huoyuan/I6332408.html
北京平谷,内蒙古赤峰,砖,2018-3-26,http://www.56135.com/huoyuan/I6332406.html
北京顺义,内蒙古,砖,2018-3-26,http://www.56135.com/huoyuan/I6332401.html
北京平谷,内蒙古,砖,2018-3-26,http://www.56135.com/huoyuan/I6332400.html
北京,新疆乌鲁木齐,蔬菜,2018-3-26,http://www.56135.com/huoyuan/I6332397.html
北京,河北秦皇岛,饮料,2018-3-26,http://www.56135.com/huoyuan/I6332347.html
北京,河北唐山,饮料,2018-3-26,http://www.56135.com/huoyuan/I6332346.html
北京,江苏苏州张家港,有货,2018-3-26,http://www.56135.com/huoyuan/I6332313.html
北京顺义,陕西西安,货,2018-3-26,http://www.56135.com/huoyuan/I6332172.html
北京昌平,湖北武汉东西湖,钢管,2018-3-26,http://www.56135.com/huoyuan/I6332104.html
北京,河北保定,化工,2018-3-26,http://www.56135.com/huoyuan/I6332064.html
北京,山西晋中榆次,冻品,2018-3-26,http://www.56135.com/huoyuan/I6331986.html
北京,浙江,板,2018-3-26,http://www.56135.com/huoyuan/I6331756.html
北京,江苏,板,2018-3-26,http://www.56135.com/huoyuan/I6331755.html
北京,江苏淮安,板,2018-3-26,http://www.56135.com/huoyuan/I6331754.html
北京,江苏连云港,板,2018-3-26,http://www.56135.com/huoyuan/I6331753.html
北京,山东临沂,板,2018-3-26,http://www.56135.com/huoyuan/I6331752.html
北京,山东东营,板,2018-3-26,http://www.56135.com/huoyuan/I6331751.html
北京,河北廊坊,燃料油,2018-3-26,http://www.56135.com/huoyuan/I6331734.html
北京顺义,河南郑州,货,2018-3-26,http://www.56135.com/huoyuan/I6331718.html
北京,浙江嘉兴海宁,货,2018-3-26,http://www.56135.com/huoyuan/I6331717.html
北京顺义,安徽合肥,货,2018-3-26,http://www.56135.com/huoyuan/I6331716.html
北京,山西朔州,货,2018-3-26,http://www.56135.com/huoyuan/I6331624.html
北京,山西大同灵丘,货,2018-3-26,http://www.56135.com/huoyuan/I6331623.html
北京,山西大同,钢材,2018-3-26,http://www.56135.com/huoyuan/I6331600.html
北京,河北廊坊,燃料油,2018-3-26,http://www.56135.com/huoyuan/I6331312.html
北京,山东东营广饶,None,2018-3-26,http://www.56135.com/huoyuan/I6331235.html
北京,山东潍坊青州,None,2018-3-26,http://www.56135.com/huoyuan/I6331234.html
北京,山东淄博,崔柴,2018-3-26,http://www.56135.com/huoyuan/I6328868.html
北京大兴,内蒙古呼和浩特,None,2018-3-27,http://www.56135.com/huoyuan/I6351297.html
北京,江苏镇江,None,2018-3-27,http://www.56135.com/huoyuan/I6351263.html
北京,云南昆明,None,2018-3-27,http://www.56135.com/huoyuan/I6351178.html
北京通州,甘肃武威,None,2018-3-27,http://www.56135.com/huoyuan/I6351135.html
北京顺义,甘肃酒泉,None,2018-3-27,http://www.56135.com/huoyuan/I6351133.html
北京,山东潍坊青州,None,2018-3-27,http://www.56135.com/huoyuan/I6351064.html
北京,辽宁盘锦,货,2018-3-27,http://www.56135.com/huoyuan/I6350720.html
北京,山东淄博,崔柴,2018-3-27,http://www.56135.com/huoyuan/I6350603.html
北京,山东菏泽东明,芳烃,2018-3-27,http://www.56135.com/huoyuan/I6350544.html
北京,山东东营广饶,沥青,2018-3-27,http://www.56135.com/huoyuan/I6350495.html
北京,山西大同,货,2018-3-27,http://www.56135.com/huoyuan/I6350420.html
北京,山西大同,货,2018-3-27,http://www.56135.com/huoyuan/I6350311.html
北京朝阳,安徽安庆太湖,白酒,2018-3-27,http://www.56135.com/huoyuan/I6350277.html
北京丰台,北京大兴,打包砖,2018-3-27,http://www.56135.com/huoyuan/I6350267.html
北京,辽宁大连,普货,2018-3-27,http://www.56135.com/huoyuan/I6350215.html
北京大兴,黑龙江哈尔滨双城,一个机器和两个水槽子,2018-3-27,http://www.56135.com/huoyuan/I6350136.html
北京,山东淄博,崔柴,2018-3-27,http://www.56135.com/huoyuan/I6350065.html
北京,贵州贵阳,快递,2018-3-27,http://www.56135.com/huoyuan/I6350006.html
北京,山东济南,货,2018-3-27,http://www.56135.com/huoyuan/I6349958.html
北京,内蒙古赤峰,货,2018-3-27,http://www.56135.com/huoyuan/I6349801.html
北京大兴,贵州贵阳,货,2018-3-27,http://www.56135.com/huoyuan/I6349785.html
北京大兴,云南昆明,货,2018-3-27,http://www.56135.com/huoyuan/I6349784.html
北京,河北廊坊,普货,2018-3-27,http://www.56135.com/huoyuan/I6349762.html
北京,北京房山,普货,2018-3-27,http://www.56135.com/huoyuan/I6349761.html
北京,吉林长春,普货,2018-3-27,http://www.56135.com/huoyuan/I6349760.html
北京大兴,内蒙古呼和浩特,百货,2018-3-27,http://www.56135.com/huoyuan/I6349660.html
北京通州,内蒙古呼和浩特,货,2018-3-27,http://www.56135.com/huoyuan/I6349550.html
北京顺义,山西大同,货,2018-3-27,http://www.56135.com/huoyuan/I6349549.html
北京,陕西西安,货,2018-3-27,http://www.56135.com/huoyuan/I6349531.html
北京大兴,河北廊坊大城,复合板,2018-3-27,http://www.56135.com/huoyuan/I6349490.html
北京顺义,河北石家庄,货,2018-3-27,http://www.56135.com/huoyuan/I6349396.html
北京,山东淄博,崔柴,2018-3-27,http://www.56135.com/huoyuan/I6349138.html
北京,山西大同,普货,2018-3-27,http://www.56135.com/huoyuan/I6349090.html
北京,河北石家庄,货,2018-3-27,http://www.56135.com/huoyuan/I6349065.html
北京,辽宁沈阳,货,2018-3-27,http://www.56135.com/huoyuan/I6348807.html
北京,辽宁葫芦岛,塔底料,2018-3-27,http://www.56135.com/huoyuan/I6348761.html
北京,河北沧州,干净货,2018-3-27,http://www.56135.com/huoyuan/I6348722.html
北京,山东淄博,化工,2018-3-27,http://www.56135.com/huoyuan/I6348561.html
北京,河北石家庄,货,2018-3-27,http://www.56135.com/huoyuan/I6347798.html
北京,江苏镇江,混合氯,2018-3-27,http://www.56135.com/huoyuan/I6347491.html
北京,云南昆明,普货,2018-3-27,http://www.56135.com/huoyuan/I6347383.html
北京,黑龙江哈尔滨,普货,2018-3-27,http://www.56135.com/huoyuan/I6347382.html
北京顺义,山西太原,拉设备,2018-3-27,http://www.56135.com/huoyuan/I6346974.html
北京,湖北武汉,货,2018-3-27,http://www.56135.com/huoyuan/I6346829.html
北京,云南昆明,货,2018-3-27,http://www.56135.com/huoyuan/I6346045.html
北京,新疆乌鲁木齐,有货,2018-3-27,http://www.56135.com/huoyuan/I6345858.html
北京,山东淄博临淄,催柴,2018-3-27,http://www.56135.com/huoyuan/I6345485.html
北京,山东潍坊青州,催柴,2018-3-27,http://www.56135.com/huoyuan/I6345264.html
北京大兴,北京延庆,货,2018-3-27,http://www.56135.com/huoyuan/I6345188.html
北京大兴,山西大同浑源,货,2018-3-27,http://www.56135.com/huoyuan/I6345187.html
北京大兴,山西大同天镇,货,2018-3-27,http://www.56135.com/huoyuan/I6345186.html
北京延庆,河南郑州登封,货,2018-3-27,http://www.56135.com/huoyuan/I6345183.html
北京,山东济南,货,2018-3-27,http://www.56135.com/huoyuan/I6345130.html
北京大兴,四川成都,托盘重货,2018-3-27,http://www.56135.com/huoyuan/I6344933.html
北京顺义,北京顺义,打包红砖,2018-3-27,http://www.56135.com/huoyuan/I6344915.html
北京,河北张家口,货,2018-3-27,http://www.56135.com/huoyuan/I6344892.html
北京,山西太原,货,2018-3-27,http://www.56135.com/huoyuan/I6343393.html
北京,湖南长沙,冻品,2018-3-27,http://www.56135.com/huoyuan/I6343008.html
北京,辽宁葫芦岛,化工,2018-3-27,http://www.56135.com/huoyuan/I6342490.html
北京密云,河南周口,普货,2018-3-27,http://www.56135.com/huoyuan/I6341665.html
北京密云,河南漯河,普货,2018-3-27,http://www.56135.com/huoyuan/I6341664.html
北京密云,河南洛阳,普货,2018-3-27,http://www.56135.com/huoyuan/I6341663.html
北京密云,河南新乡,普货,2018-3-27,http://www.56135.com/huoyuan/I6341662.html
北京,山东淄博临淄,催柴,2018-3-27,http://www.56135.com/huoyuan/I6341611.html
北京,山东淄博临淄,催柴,2018-3-27,http://www.56135.com/huoyuan/I6341599.html
北京通州,河北保定涿州,货,2018-3-27,http://www.56135.com/huoyuan/I6341097.html
北京,山东东营,催柴,2018-3-28,http://www.56135.com/huoyuan/I6363569.html
北京,广东广州,百货,2018-3-28,http://www.56135.com/huoyuan/I6362968.html
北京,浙江温州,None,2018-3-28,http://www.56135.com/huoyuan/I6362831.html
北京,山东东营,None,2018-3-28,http://www.56135.com/huoyuan/I6362797.html
北京顺义,湖北武汉,None,2018-3-28,http://www.56135.com/huoyuan/I6362752.html
北京,山西太原,None,2018-3-28,http://www.56135.com/huoyuan/I6362744.html
北京,辽宁沈阳,None,2018-3-28,http://www.56135.com/huoyuan/I6362740.html
北京,河北保定定州,None,2018-3-28,http://www.56135.com/huoyuan/I6362482.html
北京,重庆,None,2018-3-28,http://www.56135.com/huoyuan/I6362445.html
北京,湖北十堰,None,2018-3-28,http://www.56135.com/huoyuan/I6362407.html
北京,山西太原,None,2018-3-28,http://www.56135.com/huoyuan/I6362349.html
北京,内蒙古呼和浩特,普货,2018-3-28,http://www.56135.com/huoyuan/I6362152.html
北京,内蒙古呼和浩特,普货,2018-3-28,http://www.56135.com/huoyuan/I6361958.html
北京,辽宁盘锦,普货,2018-3-28,http://www.56135.com/huoyuan/I6361957.html
北京延庆,河南郑州登封,普货,2018-3-28,http://www.56135.com/huoyuan/I6361951.html
北京,四川成都,普货,2018-3-28,http://www.56135.com/huoyuan/I6361624.html
北京,陕西西安,普货,2018-3-28,http://www.56135.com/huoyuan/I6361623.html
北京,湖北武汉,货,2018-3-28,http://www.56135.com/huoyuan/I6361499.html
北京,四川成都,冻品,2018-3-28,http://www.56135.com/huoyuan/I6361490.html
北京,新疆乌鲁木齐,货,2018-3-28,http://www.56135.com/huoyuan/I6361439.html
北京,辽宁盘锦,普货,2018-3-28,http://www.56135.com/huoyuan/I6361428.html
北京,吉林长春,普货,2018-3-28,http://www.56135.com/huoyuan/I6361361.html
北京,福建泉州,普货,2018-3-28,http://www.56135.com/huoyuan/I6361358.html
北京,河北石家庄,普货,2018-3-28,http://www.56135.com/huoyuan/I6361150.html
北京,山东淄博临淄,普货,2018-3-28,http://www.56135.com/huoyuan/I6361120.html
北京,四川成都,普货,2018-3-28,http://www.56135.com/huoyuan/I6360981.html
北京,辽宁盘锦,普货,2018-3-28,http://www.56135.com/huoyuan/I6360980.html
北京,安徽合肥,普货,2018-3-28,http://www.56135.com/huoyuan/I6360976.html
北京,浙江台州,普货,2018-3-28,http://www.56135.com/huoyuan/I6360975.html
北京,福建福州,冻品,2018-3-28,http://www.56135.com/huoyuan/I6360973.html
北京,福建泉州,货,2018-3-28,http://www.56135.com/huoyuan/I6360833.html
北京,云南昆明,货,2018-3-28,http://www.56135.com/huoyuan/I6360832.html
北京怀柔,河北石家庄,货,2018-3-28,http://www.56135.com/huoyuan/I6360776.html
北京,山东淄博,崔柴,2018-3-28,http://www.56135.com/huoyuan/I6360422.html
北京密云,甘肃酒泉敦煌,设备,2018-3-28,http://www.56135.com/huoyuan/I6360109.html
北京大兴,宁夏银川,百货,2018-3-28,http://www.56135.com/huoyuan/I6360108.html
北京,辽宁盘锦,塔底料,2018-3-28,http://www.56135.com/huoyuan/I6359826.html
北京通州,内蒙古鄂尔多斯东胜,有货,2018-3-28,http://www.56135.com/huoyuan/I6359818.html
北京,山东潍坊青州,化工,2018-3-28,http://www.56135.com/huoyuan/I6359763.html
北京大兴,内蒙古锡林郭勒盟多伦,有钢材,2018-3-28,http://www.56135.com/huoyuan/I6359734.html
北京大兴,内蒙古包头,有货,2018-3-28,http://www.56135.com/huoyuan/I6359733.html
北京,福建泉州,普货,2018-3-28,http://www.56135.com/huoyuan/I6359502.html
北京,山东淄博,崔柴,2018-3-28,http://www.56135.com/huoyuan/I6359370.html
北京,云南昆明,普货,2018-3-28,http://www.56135.com/huoyuan/I6359344.html
北京,黑龙江哈尔滨,普货,2018-3-28,http://www.56135.com/huoyuan/I6359343.html
北京,山西忻州原平,货,2018-3-28,http://www.56135.com/huoyuan/I6359186.html
北京,山西忻州繁峙,货,2018-3-28,http://www.56135.com/huoyuan/I6359184.html
北京,吉林长春,货,2018-3-28,http://www.56135.com/huoyuan/I6359169.html
北京大兴,内蒙古包头,None,2018-3-28,http://www.56135.com/huoyuan/I6358988.html
北京,辽宁抚顺,塔底料,2018-3-28,http://www.56135.com/huoyuan/I6358896.html
北京,广东广州,None,2018-3-28,http://www.56135.com/huoyuan/I6358788.html
北京,河北邯郸,螺纹,2018-3-28,http://www.56135.com/huoyuan/I6358785.html
北京,新疆乌鲁木齐,百货,2018-3-28,http://www.56135.com/huoyuan/I6358782.html
北京,广东东莞,冻品,2018-3-28,http://www.56135.com/huoyuan/I6358531.html
北京通州,河北唐山玉田,钢村,2018-3-28,http://www.56135.com/huoyuan/I6358318.html
