,公司,岗位,薪资,地址,经度,纬度,URL,low,hight,mean,区域
382,眉州小吃餐饮管理（北京）有限公司,仓库主管,4-6千/月,朝阳区东风乡将台洼甲4号,116.518235,39.9565,https://jobs.51job.com/beijing-cyq/108420210.html?s=01&t=0,4.0,6.0,5.0,朝阳区
385,万乘城配,运营调度,6-8千/月,光华路阳光100优客工场,116.48159,39.91886,https://jobs.51job.com/beijing-cyq/104951569.html?s=01&t=0,6.0,8.0,7.0,朝阳区
386,北京康怡轩钱币收藏品鉴定有限公司,仓库主管,4-7千/月,花园路13号院天博中润,116.370093,39.978182,https://jobs.51job.com/beijing-hdq/74420330.html?s=01&t=0,4.0,7.0,5.5,海淀区
389,北京博华物流有限公司,物流调度,4-6千/月,顺义南法信东港鑫座东楼,116.619553,40.126047,https://jobs.51job.com/beijing-syq/107789801.html?s=01&t=0,4.0,6.0,5.0,顺义区
390,北京天健源达科技股份有限公司,仓库主管,3.5-4.5千/月,空港经济开发区B区裕华路28号1号楼1层,116.559471,40.101198,https://jobs.51job.com/beijing-syq/105787327.html?s=01&t=0,3.5,4.5,4.0,顺义区
392,上海半木轩家具有限公司,仓库主管,3-5千/月,草场地国际艺术村红二号院,116.509972,40.003697,https://jobs.51job.com/beijing-cyq/105592481.html?s=01&t=0,3.0,5.0,4.0,朝阳区
393,北京加达汽车服务有限公司,急聘配件管理（顺义李桥店）,4.5-6千/月,李桥镇顺通路308号院,116.685318,40.021167,https://jobs.51job.com/beijing-syq/109174839.html?s=01&t=0,4.5,6.0,5.25,顺义区
394,深圳越海全球供应链有限公司,运营岗（2019年校招）,4-6千/月,福华一路中心商务大厦,114.058993,22.542754,https://jobs.51job.com/shenzhen-ftq/107596596.html?s=01&t=0,4.0,6.0,5.0,丰台区
395,太平鸟北京,商品专员（服装行业）,4.5-6千/月,金长安大厦C座2003室,116.498004,39.904097,https://jobs.51job.com/beijing-cyq/109008604.html?s=01&t=0,4.5,6.0,5.25,朝阳区
396,北京飞马容心科技有限公司,系统测试工程师,6-8千/月,朝阳望京悠乐汇E座9层,116.482626,39.994993,https://jobs.51job.com/beijing-cyq/101001511.html?s=01&t=0,6.0,8.0,7.0,朝阳区
397,广州达而球物业管理服务有限公司,仓库主管,3-4.5千/月,经济开发区荣华南路18号中外运敦豪,116.525434,39.789489,https://jobs.51job.com/beijing-dxq/107284490.html?s=01&t=0,3.0,4.5,3.75,大兴区
398,北京庆洋惠众汽车服务有限公司,仓库主管,2-3.5千/月,北京市大兴区黄村狼垡芦花路临6号,116.29476,39.799158,https://jobs.51job.com/beijing-dxq/94421014.html?s=01&t=0,2.0,3.5,2.75,大兴区
399,心康悦科技（北京）有限公司,仓库主管,4.5-6千/月,安外天创世缘,116.41126,40.009535,https://jobs.51job.com/beijing-cyq/109312280.html?s=01&t=0,4.5,6.0,5.25,朝阳区
400,北京益行得科技有限公司,仓库主管,3-4千/月,北京市朝阳区日坛北路17号日坛国际贸易中心A座710室,116.456991,39.923427,https://jobs.51job.com/beijing-cyq/73926424.html?s=01&t=0,3.0,4.0,3.5,朝阳区
401,北京惠通陆华汽车服务有限公司,备件管理员,6-8千/月,朝阳区建国路70号四惠桥东南角,116.497855,39.909543,https://jobs.51job.com/beijing-cyq/89236962.html?s=01&t=0,6.0,8.0,7.0,朝阳区
404,北京志合汇康医疗科技有限公司,仓库主管,3-4.5千/月,生物医药基地绿地启航国际13号楼1104,116.167566,39.761303,https://jobs.51job.com/beijing-dxq/109329911.html?s=01&t=0,3.0,4.5,3.75,大兴区
406,随锐科技股份有限公司,仓库主管,5.5-7千/月,北京市海淀区宝盛南路1号院奥北科技园19号楼,116.383121,40.038761,https://jobs.51job.com/beijing-hdq/109394681.html?s=01&t=0,5.5,7.0,6.25,海淀区
408,北京合纵科技股份有限公司,仓库主管,4.5-6千/月,密云工业开发区,116.824013,40.358484,https://jobs.51job.com/beijing-myq/103574370.html?s=01&t=0,4.5,6.0,5.25,密云区
409,尼卡国际乐器（北京）有限公司,仓库主管,5-8千/月,科创十四街6号院赛蒂产业园3号楼3层,116.57403,39.783492,https://jobs.51job.com/beijing-dxq/108538413.html?s=01&t=0,5.0,8.0,6.5,大兴区
410,北京航天星瑞电子科技有限公司,仓库主管,4.5-6千/月,万源街18号,116.520104,39.813452,https://jobs.51job.com/beijing-dxq/102308492.html?s=01&t=0,4.5,6.0,5.25,大兴区
411,惠通陆华捷豹路虎杏石口4S服务中心,仓库主管,4.5-6千/月,北京市海淀区巨山路1号,116.235072,39.959753,https://jobs.51job.com/beijing-hdq/86712685.html?s=01&t=0,4.5,6.0,5.25,海淀区
412,北京金美仕贸易有限公司,仓库主管,4.5-6千/月,香江北路28号北京赛特奥特莱斯A区1-121 MaxMara,116.512369,40.041826,https://jobs.51job.com/beijing-cyq/109341365.html?s=01&t=0,4.5,6.0,5.25,朝阳区
413,深圳市艾而特工业自动化设备有限公司,仓库主管,5-7千/月,苹果园路2号院通景大厦706室,116.190585,39.934989,https://jobs.51job.com/beijing-sjsq/107695461.html?s=01&t=0,5.0,7.0,6.0,石景山区
414,北京益精行商贸有限公司,调度员,6-8千/月,东大桥路8号尚都国际中心,116.458073,39.925429,https://jobs.51job.com/beijing-cyq/101697355.html?s=01&t=0,6.0,8.0,7.0,朝阳区
415,北京禧云企业管理有限公司,仓储经理,1-1.5万/月,朗丽兹西山花园酒店写字楼2层2012,116.255693,40.072973,https://jobs.51job.com/beijing-hdq/108167920.html?s=01&t=0,10.0,15.0,12.5,海淀区
416,北京雅颂华声文化传播有限公司,仓库主管,4-5.5千/月,大郊亭中街华腾国际2号楼17B,116.492933,39.894368,https://jobs.51job.com/beijing-cyq/97313960.html?s=01&t=0,4.0,5.5,4.75,朝阳区
417,北京戴普智达科技有限公司,仓库主管,4.5-6千/月,农大南路1号院5号楼103-2,116.31773,40.034654,https://jobs.51job.com/beijing-hdq/98312141.html?s=01&t=0,4.5,6.0,5.25,海淀区
418,网易乐得科技有限公司,仓库主管,4.5-6千/月,国贸,116.466679,39.914132,https://jobs.51job.com/beijing-cyq/101371534.html?s=01&t=0,4.5,6.0,5.25,朝阳区
419,戴鑫信息技术（北京）有限公司,仓库主管,4.5-6千/月,北京市朝阳区酒仙桥中路18号国投尚科产业园北楼212A,116.503439,39.982465,https://jobs.51job.com/beijing-cyq/107723387.html?s=01&t=0,4.5,6.0,5.25,朝阳区
421,圆通速递有限公司,仓库主管,4-7千/月,杨镇,116.837409,40.159189,https://jobs.51job.com/beijing-syq/108874281.html?s=01&t=0,4.0,7.0,5.5,顺义区
423,北京悠创优品科贸有限公司,仓库主管,4-8千/月,上地五街联想大厦,116.316367,40.048816,https://jobs.51job.com/beijing-hdq/106210373.html?s=01&t=0,4.0,8.0,6.0,海淀区
424,度锐工业元件（北京）有限公司,仓库主管,4-4.5千/月,空港工业园区Ｂ区裕华路２５号，３号楼,116.55765,40.094568,https://jobs.51job.com/beijing-syq/105740101.html?s=01&t=0,4.0,4.5,4.25,顺义区
425,北京麦康医疗器械有限公司,仓库主管,3.5-4千/月,北京市密云经济开发区云腾路8号,116.818956,40.368034,https://jobs.51job.com/beijing-myq/107241850.html?s=01&t=0,3.5,4.0,3.75,密云区
426,北京三盈联合石油技术有限公司,仓库主管,3-4.5千/月,博兴六路19号,116.511224,39.761842,https://jobs.51job.com/beijing-dxq/81280892.html?s=01&t=0,3.0,4.5,3.75,大兴区
427,北京热景生物技术股份有限公司,仓库主管,2-3千/月,北京市大兴生物医药产业基地天富街9号9幢,116.308283,39.688938,https://jobs.51job.com/beijing-dxq/79662014.html?s=01&t=0,2.0,3.0,2.5,大兴区
429,北京南瑞利华教育科技有限公司,物流专员,4.5-6千/月,北京市海淀区上地,116.326836,40.038699,https://jobs.51job.com/beijing-hdq/87307281.html?s=01&t=0,4.5,6.0,5.25,海淀区
431,京东商城,仓库主管,0.6-1.2万/月,荣昌东街6号亦创会展中心,116.53267,39.787328,https://jobs.51job.com/beijing-dxq/94322346.html?s=01&t=0,6.0,12.0,9.0,大兴区
432,元码基因科技（北京）股份有限公司,生产调度,5-8千/月,广顺北大街5号,116.473216,40.023617,https://jobs.51job.com/beijing-cyq/108185695.html?s=01&t=0,5.0,8.0,6.5,朝阳区
433,北京天拓明达电子科技有限公司,物料管理专员,3-4.5千/月,良乡经济开发区,116.138946,39.729059,https://jobs.51job.com/beijing-fsq/88923150.html?s=01&t=0,3.0,4.5,3.75,房山区
434,北京容子木服饰有限公司,商品专员,6-8千/月,高碑店小郊亭华膳园1号楼,116.550695,39.902469,https://jobs.51job.com/beijing-cyq/95779138.html?s=01&t=0,6.0,8.0,7.0,朝阳区
435,北京鑫昌华强工贸有限公司,仓库主管,3-4.5千/月,北京市大兴区青云店垡上路东工业区88号,116.511367,39.690467,https://jobs.51job.com/beijing-dxq/106046279.html?s=01&t=0,3.0,4.5,3.75,大兴区
436,北京盛通印刷股份有限公司,仓库主管,4-7千/月,兴盛街11号,116.364202,39.916865,https://jobs.51job.com/beijing-dxq/105313252.html?s=01&t=0,4.0,7.0,5.5,大兴区
437,北京单向街文化有限公司,打包员,3-4千/月,北京市朝阳区望京中环南路1号院社科院D座,116.482767,39.987522,https://jobs.51job.com/beijing-cyq/105505445.html?s=01&t=0,3.0,4.0,3.5,朝阳区
438,北京地大国际会议中心有限公司,仓库主管,3-4.5千/月,学院路29号 中国地质大学内,116.355656,39.997941,https://jobs.51job.com/beijing-hdq/109365269.html?s=01&t=0,3.0,4.5,3.75,海淀区
440,汉诺贝格（北京）家居建材有限公司,仓储专员,4.5-5.5千/月,朝阳区来广营西路55号居然靓屋2号门西侧,116.447008,40.029058,https://jobs.51job.com/beijing-cyq/106122988.html?s=01&t=0,4.5,5.5,5.0,朝阳区
443,北京欧宁航宇检测技术有限公司,仓库主管,4-6千/月,空港B区裕华路28号2号楼西侧一层,116.561123,40.102222,https://jobs.51job.com/beijing-syq/88653718.html?s=01&t=0,4.0,6.0,5.0,顺义区
445,赛伦盖蒂国际服饰（北京）有限公司,仓库主管,5.5-7千/月,西单大悦城4F PLAY LOUNGE,116.378993,39.917458,https://jobs.51job.com/beijing-xcq/108678770.html?s=01&t=0,5.5,7.0,6.25,西城区
446,歌德盈香股份有限公司,物流专员,6-8千/月,科创四街32号歌德盈香股份有限公司,116.538643,39.814147,https://jobs.51job.com/beijing-dxq/104813613.html?s=01&t=0,6.0,8.0,7.0,大兴区
447,上海趣致网络科技股份有限公司,自动售货机补货员,4-6千/月,北京龙旗广场,116.353294,40.072298,https://jobs.51job.com/beijing-cpq/108948273.html?s=01&t=0,4.0,6.0,5.0,昌平区
449,COMLAB（北京）通信系统设备有限公司,仓库高级管理员,4-6千/月,中础大厦B座,116.220375,39.914863,https://jobs.51job.com/beijing-sjsq/109779764.html?s=01&t=0,4.0,6.0,5.0,石景山区
450,北京新运动电子商务有限责任公司,仓库主管,3-5千/月,北京市西城区车公庄,116.356229,39.938524,https://jobs.51job.com/beijing-xcq/71809575.html?s=01&t=0,3.0,5.0,4.0,西城区
451,北京嘉林药业股份有限公司,仓库主管,6-8千/月,北京市通州区西集镇,116.887914,39.823282,https://jobs.51job.com/beijing-tzq/109738248.html?s=01&t=0,6.0,8.0,7.0,通州区
453,信诺大成（北京）科技有限公司,仓库主管,4.5-6千/月,海淀区后屯南路26号专家国际公馆,116.361012,40.047202,https://jobs.51job.com/beijing-hdq/102763536.html?s=01&t=0,4.5,6.0,5.25,海淀区
456,欧雅集团,仓库主管,4.5-6千/月,北京市朝阳区十里河闽龙陶瓷基地总部B区20号奥米茄陶瓷,116.485693,39.863298,https://jobs.51job.com/beijing-cyq/105462608.html?s=01&t=0,4.5,6.0,5.25,朝阳区
457,中国大恒（集团）有限公司北京图像视觉技术分公司,仓库主管,4.5-6千/月,上地七街金远见大厦,116.310163,40.052799,https://jobs.51job.com/beijing-hdq/103091876.html?s=01&t=0,4.5,6.0,5.25,海淀区
458,万华普曼生物工程有限公司,仓库主管,2.8-3.5千/月,金盏乡楼梓庄中心街楼梓庄中学对面,116.575455,40.009063,https://jobs.51job.com/beijing-cyq/104870541.html?s=01&t=0,2.8,3.5,3.15,朝阳区
459,爱姆森医疗发展有限公司,仓库主管,4.5-6千/月,黑庄户双树南村大东路19号,116.602886,39.882455,https://jobs.51job.com/beijing-cyq/104054979.html?s=01&t=0,4.5,6.0,5.25,朝阳区
460,北京普康卫宁医疗器械有限公司,仓库主管,3-4.5千/月,海淀区安宁庄西路9号院金泰富地大厦1610室,116.322006,40.048829,https://jobs.51job.com/beijing-hdq/105011597.html?s=01&t=0,3.0,4.5,3.75,海淀区
461,北京宸控科技有限公司,仓库主管,4.5-6千/月,北京市昌平区科技园区永安路38号,116.241227,40.207291,https://jobs.51job.com/beijing-cpq/109210873.html?s=01&t=0,4.5,6.0,5.25,昌平区
462,古力巴格（北京）食品投资有限公司,商务助理,4-6千/月,回龙观西大街118号龙冠置业大厦,116.326343,40.080152,https://jobs.51job.com/beijing-cpq/94742228.html?s=01&t=0,4.0,6.0,5.0,昌平区
464,北京中软融通科技有限公司,仓库主管,4.5-6千/月,北京市海淀区上庄镇东马坊路,116.214738,40.102823,https://jobs.51job.com/beijing-tzq/107286031.html?s=01&t=0,4.5,6.0,5.25,通州区
465,北京羲和餐饮有限公司,仓库主管,3-4.5千/月,酒仙桥路18号颐堤港商场一层羲和雅苑烤鸭坊,116.496937,39.976111,https://jobs.51job.com/beijing-cyq/105703057.html?s=01&t=0,3.0,4.5,3.75,朝阳区
466,北京市精诚兴信息有限责任公司,仓库主管,3.5-3.6千/月,太阳宫地铁站附近,116.454059,39.978367,https://jobs.51job.com/beijing-cyq/108359318.html?s=01&t=0,3.5,3.6,3.55,朝阳区
468,北京智敏科技发展有限公司,仓库主管,4-6千/月,北京市朝阳区北苑路170号7号楼1605,116.425955,40.004553,https://jobs.51job.com/beijing-cyq/105141520.html?s=01&t=0,4.0,6.0,5.0,朝阳区
470,清大智能（北京）科技有限公司,仓库主管,4-6千/月,昌平路97号新元科技园,116.262689,40.150828,https://jobs.51job.com/beijing-cpq/99367195.html?s=01&t=0,4.0,6.0,5.0,昌平区
471,北京永泰兴成商贸有限公司,文员,4.5-6千/月,北京市丰台区纪家庙8号天丰大厦433室,116.345116,39.852549,https://jobs.51job.com/beijing-ftq/86550065.html?s=01&t=0,4.5,6.0,5.25,丰台区
472,北京亦庄国际人力资源有限责任公司,仓库主管,4.5-6千/月,北京亦庄开发区,116.512988,39.801202,https://jobs.51job.com/beijing-dxq/109764735.html?s=01&t=0,4.5,6.0,5.25,大兴区
473,中孚联合（北京）医疗器械有限公司,仓库主管,5-7千/月,悦秀路99号通厦公元99一单元720室,116.343637,40.05274,https://jobs.51job.com/beijing-hdq/109762259.html?s=01&t=0,5.0,7.0,6.0,海淀区
474,北京市裕农优质农产品种植有限公司,仓库主管,3-4.5千/月,大兴区长子营镇北蒲州营村,116.595462,39.676679,https://jobs.51job.com/beijing-dxq/100559576.html?s=01&t=0,3.0,4.5,3.75,大兴区
475,生活半径（北京）信息技术有限公司,分拣员,4.5-6千/月,北京朝阳区十里堡乙2号院 新城市广场,116.511878,39.921368,https://jobs.51job.com/beijing-cyq/107023824.html?s=01&t=0,4.5,6.0,5.25,朝阳区
480,北京东方博泰文档数据外包服务有限公司,仓库主管,3-5千/月,普洛斯空港物流园,116.600606,40.131903,https://jobs.51job.com/beijing-syq/104860329.html?s=01&t=0,3.0,5.0,4.0,顺义区
481,北京万家通电讯设备有限公司,包装工,3.2-3.5千/月,南法信镇南卷村创发塑料厂,116.624432,40.155984,https://jobs.51job.com/beijing-syq/100831583.html?s=01&t=0,3.2,3.5,3.35,顺义区
483,再生环保科技发展（深圳）有限公司,仓库主管,4.5-6千/月,豪景大厦B座1102,116.328323,39.981103,https://jobs.51job.com/beijing-hdq/108332569.html?s=01&t=0,4.5,6.0,5.25,海淀区
484,北京盈和丰成医疗科技有限公司,物流专员,4-4.5千/月,朝阳区东四环南路365号十八空间创意园区2楼A022,116.490126,39.86114,https://jobs.51job.com/beijing-cyq/105091547.html?s=01&t=0,4.0,4.5,4.25,朝阳区
485,北京海王诺安科技有限公司,仓库主管,4.5-6千/月,七克拉公寓,116.394043,39.857053,https://jobs.51job.com/beijing-ftq/102581388.html?s=01&t=0,4.5,6.0,5.25,丰台区
487,北京金纪科技有限公司,仓库主管,4.5-6千/月,昌平区昌平科技园区火炬街3号,116.243781,40.211072,https://jobs.51job.com/beijing-cpq/108298766.html?s=01&t=0,4.5,6.0,5.25,昌平区
488,北京锦绣新农农业科技有限公司,仓库主管,4.5-6千/月,香河园街1号院11号楼（信德京汇）1501,116.444082,39.95356,https://jobs.51job.com/beijing-dcq/105353307.html?s=01&t=0,4.5,6.0,5.25,东城区
489,北京上汽安吉汽车销售服务有限公司,仓库主管,4.5-6千/月,北京海淀区西北旺百旺绿谷汽车园,116.269616,40.052545,https://jobs.51job.com/beijing-hdq/59772096.html?s=01&t=0,4.5,6.0,5.25,海淀区
491,北京团兴劳动与社会保险服务有限公司,仓库主管,3.5-5千/月,马大路附近,116.660755,39.763155,https://jobs.51job.com/beijing-tzq/106028657.html?s=01&t=0,3.5,5.0,4.25,通州区
492,天宸盛泰（北京）金融服务外包有限公司,分拣员,5-7千/月,新发地明酒城2号楼14号底商,116.337601,39.80823,https://jobs.51job.com/beijing-ftq/96034905.html?s=01&t=0,5.0,7.0,6.0,丰台区
495,北京同仁堂制药有限公司,仓库主管,2-3千/月,北京市大兴区黄村镇北京生物工程与医药产业基地永旺路29号,116.355934,39.734157,https://jobs.51job.com/beijing-dxq/63191346.html?s=01&t=0,2.0,3.0,2.5,大兴区
496,北京兴天通电讯科技有限公司,仓库主管,4-6千/月,北京市石景山古城中海大厦B座303,116.185136,39.914343,https://jobs.51job.com/beijing-sjsq/108579169.html?s=01&t=0,4.0,6.0,5.0,石景山区
498,上海吉茶餐饮管理有限公司,仓库专员,4.5-6千/月,北京市朝阳区广渠路首城国际C座827室,116.476113,39.897776,https://jobs.51job.com/beijing-cyq/105462891.html?s=01&t=0,4.5,6.0,5.25,朝阳区
500,北京虚宿新能源物流有限公司,调度经理,4.5-6千/月,马坡镇马卷村 北京第二建筑工程公司,116.61686,40.183921,https://jobs.51job.com/beijing-syq/108389099.html?s=01&t=0,4.5,6.0,5.25,顺义区
501,北京澳西物业管理有限公司,仓库主管,3-4.5千/月,大兴亦庄荣华路与荣京西街交汇,116.516835,39.797293,https://jobs.51job.com/beijing-dxq/96677979.html?s=01&t=0,3.0,4.5,3.75,大兴区
503,艾坦姆流体控制技术（北京）有限公司,仓库主管,3.5-5千/月,仁和地区临河村前街29号,116.688588,40.082544,https://jobs.51job.com/beijing-syq/109740389.html?s=01&t=0,3.5,5.0,4.25,顺义区
504,中视星辉网络科技发展（北京）有限公司,跟车员,5-7千/月,双羊路2号院,116.532118,39.821678,https://jobs.51job.com/beijing-dxq/109738387.html?s=01&t=0,5.0,7.0,6.0,大兴区
505,世纪新峰影视器材租赁（北京）有限公司,文员,4.5-6千/月,顺义区赵全营镇马家堡新峰影视园区,116.599884,40.218064,https://jobs.51job.com/beijing-syq/108973784.html?s=01&t=0,4.5,6.0,5.25,顺义区
506,华润双鹤药业股份有限公司-营销管理中心,储运专员-华润双鹤,5-7千/月,双桥东路2号,116.616219,39.893729,https://jobs.51job.com/beijing-cyq/108280912.html?s=01&t=0,5.0,7.0,6.0,朝阳区
507,北京优易租网络技术有限公司,仓库主管,6-8千/月,王四营南花园213号,116.54903,39.887278,https://jobs.51job.com/beijing-cyq/103347051.html?s=01&t=0,6.0,8.0,7.0,朝阳区
508,北京和盛鑫发永磁材料有限公司,仓库主管,3-4.5千/月,北京密云区经济开发区,116.826131,40.369396,https://jobs.51job.com/beijing-myq/108814823.html?s=01&t=0,3.0,4.5,3.75,密云区
509,北京金雨科创自动化技术股份有限公司,仓库主管,3-6千/月,亦庄开发区科创十四街99号汇龙森29号楼B座,116.564812,39.781649,https://jobs.51job.com/beijing-dxq/107757524.html?s=01&t=0,3.0,6.0,4.5,大兴区
510,北京英络物流有限公司,搬运工,4.5-6千/月,北京市顺义区赵全营工业园威乐水泵,116.54741,40.224035,https://jobs.51job.com/beijing-syq/104474217.html?s=01&t=0,4.5,6.0,5.25,顺义区
511,北京宜花花卉科技有限公司,储运总监,1-2万/月,北京市朝阳区北苑路86号北美国际商务中心C座1层102室,116.435686,40.012015,https://jobs.51job.com/beijing-cyq/109722571.html?s=01&t=0,10.0,20.0,15.0,朝阳区
512,华展鑫荣国际招标代理（北京）有限公司,仓库操作/叉车,4.5-6千/月,南陈路南法信段13号临港达仓库,116.623815,40.152919,https://jobs.51job.com/beijing-syq/109715704.html?s=01&t=0,4.5,6.0,5.25,顺义区
513,饭美美网络科技（北京）有限公司,仓库主管,4.5-6千/月,东四,116.423936,39.930759,https://jobs.51job.com/beijing-cyq/109715644.html?s=01&t=0,4.5,6.0,5.25,朝阳区
514,北京天士力医药有限公司,仓库主管,4.5-6千/月,北京顺义赵全营镇火寺路,116.563152,116.563152,https://jobs.51job.com/beijing-syq/109703932.html?s=01&t=0,4.5,6.0,5.25,顺义区
515,北京埃彼咨能源科技有限公司,仓库主管,3-4.5千/月,李遂镇葛代子村中街甲1号,116.76572,40.116211,https://jobs.51job.com/beijing-syq/108859379.html?s=01&t=0,3.0,4.5,3.75,顺义区
516,上海居嘉物流发展有限公司,分拣员,4-6千/月,北京市朝阳区五环到六环之间黑庄户乡双树村南甲8号,116.605534,39.887503,https://jobs.51job.com/beijing-cyq/104946706.html?s=01&t=0,4.0,6.0,5.0,朝阳区
518,北京天助畅运医疗技术股份有限公司,仓库主管,4-6千/月,马驹桥景盛南四街甲13号联东U谷东区3A栋2层,116.57742,39.736991,https://jobs.51job.com/beijing-tzq/102248383.html?s=01&t=0,4.0,6.0,5.0,通州区
519,北京欧文博电器有限责任公司,仓库主管,4-4.5千/月,北京市朝阳区酒仙桥路2号798厂院内（办公地址）,116.496547,39.990231,https://jobs.51job.com/beijing-cyq/85895902.html?s=01&t=0,4.0,4.5,4.25,朝阳区
521,北京京瀚禹电子工程技术有限公司,文员,5-8千/月,北京市昌平区沙河地铁附近海特光电院内北航试验中心,116.295209,40.15864,https://jobs.51job.com/beijing-cpq/87618858.html?s=01&t=0,5.0,8.0,6.5,昌平区
523,北京智博联科技股份有限公司,仓库主管,3-4.5千/月,北京市昌平区北京市昌平区新元科技园,116.265382,40.150125,https://jobs.51job.com/beijing-cpq/89953652.html?s=01&t=0,3.0,4.5,3.75,昌平区
524,北京品质恒盛装饰工程有限公司,仓库主管,6-8千/月,北京顺义区后沙峪绿地启航国际9号院2号楼三层,116.551449,40.111767,https://jobs.51job.com/beijing-syq/103023513.html?s=01&t=0,6.0,8.0,7.0,顺义区
525,北京华兴长泰物联网技术研究院有限责任公司,仓库主管,4.5-6千/月,亦庄经济技术开发区康定街1号院7号楼2层,116.543116,39.779836,https://jobs.51job.com/beijing-dxq/105614267.html?s=01&t=0,4.5,6.0,5.25,大兴区
530,北京南口斯凯孚铁路轴承有限公司,仓库主管,1-1.5万/月,南口镇道北,116.116882,40.256302,https://jobs.51job.com/beijing-cpq/93717819.html?s=01&t=0,10.0,15.0,12.5,昌平区
531,北京国康兄弟医药有限公司,保管员,4-6千/月,小红门牌坊村08号江南文化创意产业园12楼,116.481317,39.826603,https://jobs.51job.com/beijing-cyq/98115615.html?s=01&t=0,4.0,6.0,5.0,朝阳区
532,北京燕谷坊农业科技有限公司,仓库主管,4.5-6千/月,农展馆南路13号瑞辰国际中心18层1805,116.473438,39.940164,https://jobs.51job.com/beijing-cyq/109761392.html?s=01&t=0,4.5,6.0,5.25,朝阳区
533,北京赛尼格磁电科技有限公司,仓库主管,3.5-5千/月,红莲南路28号红莲大厦B座503室,116.34055,39.882585,https://jobs.51job.com/beijing-xcq/77221245.html?s=01&t=0,3.5,5.0,4.25,西城区
534,北京创鸿展信息技术有限公司,仓库主管,4-6千/月,永泰自在香山20-2,116.204332,39.953823,https://jobs.51job.com/beijing-hdq/102141134.html?s=01&t=0,4.0,6.0,5.0,海淀区
536,北京铜牛集团有限公司销售分公司,分拣员,3-4.5千/月,张家湾镇牛堡屯中街768号铜牛物流基地,116.696559,39.769311,https://jobs.51job.com/beijing-tzq/103855308.html?s=01&t=0,3.0,4.5,3.75,通州区
537,北京东方华奥汽车销售服务有限公司,配件管理,0.8-1万/月,梨园南街99号,116.698162,39.889889,https://jobs.51job.com/beijing-tzq/106518806.html?s=01&t=0,8.0,10.0,9.0,通州区
538,北京陆机科技有限公司,仓库主管,4-6千/月,实兴大街30号院16楼702室,116.198197,39.94329,https://jobs.51job.com/beijing-sjsq/103663440.html?s=01&t=0,4.0,6.0,5.0,石景山区
539,北京鑫创思特科技有限公司,直聘物流人员,4.5-6千/月,上地信息路11号彩虹大厦,116.314384,40.045171,https://jobs.51job.com/beijing-hdq/106956517.html?s=01&t=0,4.5,6.0,5.25,海淀区
540,伟翔联合环保科技发展（北京）有限公司,称重员,4-7千/月,马驹桥景盛中街22号,116.568153,39.743766,https://jobs.51job.com/beijing-tzq/94513332.html?s=01&t=0,4.0,7.0,5.5,通州区
543,北京兰超科技集团有限公司,商品统筹经理,1.5-2.5万/月,北京市顺义区林河开发区林河大街17号,116.67479,40.096975,https://jobs.51job.com/beijing-syq/107444923.html?s=01&t=0,15.0,25.0,20.0,顺义区
545,北京来普惠康医学技术有限公司,仓库主管,3-4.5千/月,空港工业区B区安庆大街9号1号楼2层,116.574993,40.079283,https://jobs.51job.com/beijing-syq/96382865.html?s=01&t=0,3.0,4.5,3.75,顺义区
547,北京市东方阳阳快餐有限责任公司,仓库主管,4.5-6千/月,生物医药产业基地仲景路17号,116.325516,39.697924,https://jobs.51job.com/beijing-dxq/77387956.html?s=01&t=0,4.5,6.0,5.25,大兴区
550,加拿大达美通控制有限责任公司北京代表处,仓库主管,4.5-6千/月,泛利大厦,116.446664,39.928697,https://jobs.51job.com/beijing-cyq/102957994.html?s=01&t=0,4.5,6.0,5.25,朝阳区
551,北京金色慧谷物业管理有限公司,物业副经理/+五险一金+双休,3-8千/月,望京,116.476542,40.004074,https://jobs.51job.com/beijing-cyq/85966211.html?s=01&t=0,3.0,8.0,5.5,朝阳区
553,北京博创力讯科技有限公司,仓库主管,4-6千/月,高丽营镇东马各庄村金益街7号博创力讯二层,116.56869,40.133984,https://jobs.51job.com/beijing-syq/107963208.html?s=01&t=0,4.0,6.0,5.0,顺义区
554,安徽荣创芯科自动化设备制造有限公司,仓库主管,3-4.5千/月,亦庄,116.488254,39.806218,https://jobs.51job.com/beijing-dxq/103666850.html?s=01&t=0,3.0,4.5,3.75,大兴区
555,北京安德鲁水果食品有限公司,仓库主管,4-6千/月,南口农场院内,116.139015,40.217233,https://jobs.51job.com/beijing-cpq/101933566.html?s=01&t=0,4.0,6.0,5.0,昌平区
556,宝泉钱币投资有限公司,仓库主管,4-6千/月,北京市顺义区顺西南路7号院宝泉园区（靠近地铁15号线石门站，早晚有班车接送）,116.646801,40.106444,https://jobs.51job.com/beijing-syq/87190199.html?s=01&t=0,4.0,6.0,5.0,顺义区
557,北京慧荣和科技有限公司,仓库主管,4.5-6千/月,北京市通州中关村科技园区联东U谷东区26A,116.300745,39.838548,https://jobs.51job.com/beijing-tzq/70082916.html?s=01&t=0,4.5,6.0,5.25,通州区
558,中运达机场地面服务有限公司,管控调度专员,4-6千/月,地盛北街经开大厦B座15层,116.503673,39.791718,https://jobs.51job.com/beijing-dxq/105606330.html?s=01&t=0,4.0,6.0,5.0,大兴区
